L1-icache-load-misses:u,LLC-load-misses:u,LLC-loads:u,instructions:u
71880.0,61098.0,386064.0,32235694.0
70418.0,65121.0,399436.0,31371836.0
66458.0,62736.0,407721.0,31498296.0
58217.0,65968.0,420361.0,30502122.0
58261.0,65204.0,413415.0,30936510.0
51258.0,69150.0,421117.0,30420397.0
56527.0,66777.0,412506.0,30433050.0
54160.0,71104.0,430585.0,29337936.0
51944.0,67909.0,434885.0,29531716.0
50331.0,70073.0,436698.0,29136315.0
53141.0,68825.0,429193.0,30001773.0
53488.0,76749.0,444813.0,27954661.0
41378.0,74559.0,456741.0,28919807.0
47115.0,70824.0,437755.0,29441228.0
39310.0,77278.0,459083.0,28357073.0
36884.0,78664.0,465434.0,28064266.0
33951.0,79129.0,471680.0,27942690.0
34069.0,77766.0,458023.0,28478998.0
28508.0,80636.0,469783.0,27887709.0
24620.0,81669.0,483786.0,27703148.0
28697.0,84703.0,486943.0,26926766.0
31789.0,85724.0,491950.0,26486189.0
23976.0,87496.0,480515.0,27167541.0
24119.0,86012.0,486547.0,26921007.0
27437.0,86132.0,481990.0,26557344.0
25204.0,87794.0,488752.0,26437037.0
29715.0,87359.0,473790.0,26552702.0
30688.0,86597.0,460374.0,26755780.0
23798.0,89228.0,483999.0,26878625.0
24103.0,89959.0,478074.0,26283396.0
27832.0,90696.0,478494.0,26336084.0
29117.0,91901.0,483018.0,25928338.0
26316.0,90948.0,471921.0,26078946.0
21630.0,92367.0,493034.0,26255685.0
20006.0,92561.0,489791.0,26096610.0
18774.0,94131.0,484115.0,25586721.0
18727.0,93739.0,485556.0,25833812.0
26687.0,93765.0,478233.0,25915003.0
20818.0,91329.0,475541.0,26315521.0
20828.0,91047.0,484871.0,26271784.0
28362.0,91379.0,467615.0,26443905.0
27705.0,93317.0,473478.0,25746127.0
20590.0,91366.0,486528.0,26480938.0
22985.0,91232.0,484541.0,25914277.0
27638.0,90623.0,470597.0,26351271.0
21444.0,91469.0,479206.0,26025306.0
24087.0,90175.0,485318.0,26315703.0
19396.0,94234.0,493701.0,26445919.0
22640.0,99989.0,465674.0,25175499.0
16068.0,96168.0,485052.0,26038359.0
31702.0,95978.0,474205.0,25108747.0
25579.0,94293.0,473541.0,25973234.0
24527.0,94447.0,469223.0,25808810.0
28115.0,93246.0,470257.0,25725941.0
24276.0,93448.0,470960.0,25933935.0
22486.0,93679.0,482838.0,25913187.0
20063.0,95057.0,486220.0,26127589.0
19264.0,94132.0,479890.0,26018749.0
22197.0,95548.0,479724.0,25835709.0
21107.0,94324.0,476820.0,25701947.0
32963.0,95599.0,470430.0,25449325.0
23849.0,96208.0,479418.0,25621085.0
21169.0,93927.0,479950.0,26420284.0
17860.0,93759.0,479100.0,26384567.0
22644.0,94608.0,476482.0,25936899.0
22248.0,93420.0,476966.0,26255992.0
19442.0,97208.0,485824.0,25686039.0
20502.0,97012.0,475488.0,26014603.0
21174.0,96134.0,469102.0,25666438.0
23083.0,97721.0,482658.0,25926966.0
30194.0,96666.0,470209.0,25224000.0
22126.0,96351.0,471388.0,25910573.0
23357.0,95557.0,467450.0,25919573.0
18408.0,96814.0,477700.0,25716793.0
26310.0,97340.0,462080.0,25424751.0
33276.0,162693.0,783123.0,42448545.0
25246.0,98477.0,462913.0,25122206.0
23434.0,96791.0,465643.0,25794025.0
26694.0,98390.0,457897.0,25137649.0
33962.0,102428.0,455005.0,24815715.0
19042.0,100658.0,471437.0,25469388.0
21909.0,96425.0,472258.0,25654873.0
19707.0,97835.0,475956.0,25586556.0
22013.0,96855.0,474481.0,25595597.0
22436.0,95705.0,467695.0,25747984.0
22156.0,97076.0,469781.0,25612950.0
21568.0,98241.0,465103.0,25333033.0
20512.0,97632.0,463302.0,25523062.0
25716.0,97909.0,464640.0,25635266.0
30031.0,98408.0,462578.0,25086607.0
23280.0,99728.0,462843.0,25289914.0
18854.0,99649.0,468551.0,25232258.0
21919.0,98310.0,464863.0,25162272.0
22142.0,97596.0,465060.0,25715857.0
15798.0,100728.0,476323.0,25248665.0
17809.0,97460.0,466863.0,25430222.0
20534.0,98846.0,469882.0,25510873.0
22603.0,97939.0,460729.0,25668414.0
19419.0,97758.0,472264.0,26128005.0
28318.0,99133.0,476239.0,25364152.0
16593.0,99331.0,474284.0,25170566.0
17777.0,98792.0,473986.0,25479169.0
15119.0,99441.0,479214.0,25236326.0
15333.0,100675.0,481220.0,25351487.0
14889.0,98482.0,468215.0,25820197.0
15771.0,100825.0,481295.0,25303418.0
17587.0,97955.0,467717.0,25600561.0
14498.0,98974.0,465689.0,24893265.0
20025.0,98361.0,458913.0,25605782.0
29801.0,102689.0,466977.0,24813925.0
23259.0,98825.0,457432.0,25059063.0
21714.0,101396.0,458450.0,24937004.0
18004.0,96140.0,460259.0,26413889.0
17969.0,99039.0,469827.0,25451554.0
19090.0,99067.0,466708.0,25155422.0
22280.0,96787.0,455062.0,24710143.0
19515.0,101453.0,463591.0,24960205.0
19192.0,99824.0,458917.0,25355992.0
21996.0,97702.0,452177.0,25676946.0
32717.0,101365.0,456757.0,24622765.0
16810.0,101920.0,468043.0,25106366.0
17284.0,100678.0,471118.0,25595203.0
18869.0,99351.0,468567.0,25281980.0
19664.0,99244.0,457848.0,25315943.0
19818.0,101874.0,470814.0,24997386.0
19802.0,99143.0,458994.0,25332943.0
23393.0,98690.0,453752.0,24914163.0
21061.0,101082.0,461621.0,25230966.0
21246.0,99599.0,460377.0,25561967.0
34241.0,99221.0,442359.0,24860548.0
20259.0,101306.0,462859.0,25434828.0
22334.0,99812.0,454059.0,24833314.0
24081.0,97862.0,448005.0,25807199.0
26644.0,96356.0,445811.0,25913044.0
23376.0,96314.0,451254.0,24964774.0
22960.0,99399.0,451608.0,25745543.0
22496.0,99285.0,449323.0,25239242.0
24754.0,99512.0,450427.0,25167961.0
27502.0,98857.0,451827.0,25397199.0
40144.0,97637.0,436378.0,25265867.0
25341.0,99715.0,456285.0,25520486.0
24830.0,97701.0,449264.0,25655429.0
24890.0,99867.0,466883.0,25723390.0
21915.0,98896.0,463662.0,25867314.0
17965.0,98289.0,472185.0,26359040.0
14856.0,99925.0,474613.0,25481531.0
18366.0,103016.0,452123.0,24938080.0
20838.0,105391.0,449438.0,24651781.0
23396.0,103535.0,432138.0,25148333.0
36506.0,105649.0,443641.0,24370716.0
21234.0,98767.0,454554.0,25901199.0
20548.0,100718.0,451420.0,25083282.0
22189.0,101438.0,459101.0,25346939.0
21919.0,99083.0,449072.0,25504213.0
21925.0,99264.0,452954.0,25232000.0
22895.0,100145.0,449731.0,25464571.0
21781.0,98627.0,449881.0,25639474.0
24911.0,97052.0,451055.0,25834890.0
33089.0,98430.0,440440.0,25150860.0
30395.0,97343.0,444668.0,25666137.0
27924.0,95891.0,435402.0,25773361.0
24858.0,99280.0,451673.0,25343758.0
24823.0,95116.0,445682.0,26082156.0
25466.0,95046.0,446379.0,26053545.0
23365.0,100234.0,459848.0,25580979.0
22139.0,97852.0,452701.0,25890570.0
22894.0,98518.0,451517.0,25590641.0
29083.0,95809.0,438848.0,25747415.0
31992.0,95478.0,437195.0,25915878.0
30481.0,99165.0,446706.0,25358595.0
24766.0,97809.0,450246.0,25716986.0
23131.0,95260.0,448813.0,26196473.0
26972.0,96891.0,449917.0,25647636.0
22897.0,98879.0,457530.0,25483034.0
26113.0,98454.0,447409.0,25543351.0
29253.0,93039.0,438275.0,26826490.0
23789.0,96838.0,434117.0,25988443.0
25840.0,100960.0,454776.0,25324700.0
31984.0,99050.0,438248.0,25155916.0
35669.0,98111.0,440467.0,25604748.0
23114.0,99423.0,444025.0,25812637.0
23309.0,98554.0,447757.0,25564730.0
28901.0,96277.0,438775.0,26076576.0
26798.0,99460.0,446371.0,25532393.0
25951.0,99925.0,446737.0,25355327.0
25537.0,97715.0,439246.0,25529692.0
33705.0,94728.0,431910.0,25754570.0
25820.0,99150.0,443995.0,25552239.0
37026.0,96186.0,431701.0,25522252.0
29811.0,96995.0,438721.0,25815123.0
25772.0,98995.0,446548.0,25765313.0
21237.0,98763.0,454349.0,26262504.0
21639.0,96606.0,444648.0,25899921.0
24568.0,99103.0,453875.0,25592878.0
21961.0,99308.0,446868.0,25601806.0
21343.0,96763.0,447694.0,26054785.0
24387.0,99378.0,449984.0,25582779.0
21701.0,99549.0,448397.0,25479909.0
34545.0,97327.0,442836.0,25635749.0
24689.0,101405.0,454490.0,25312903.0
20702.0,99755.0,452304.0,25737021.0
18355.0,98205.0,461792.0,26299042.0
21534.0,100666.0,457850.0,25501403.0
24864.0,97173.0,456475.0,26050764.0
31110.0,96733.0,437234.0,25542220.0
29788.0,98074.0,438778.0,25686997.0
29630.0,94524.0,438166.0,26156864.0
26358.0,97772.0,443002.0,25824707.0
32658.0,99797.0,446910.0,25438848.0
27788.0,96462.0,446650.0,25838445.0
23290.0,101010.0,447664.0,25311640.0
22651.0,97997.0,445894.0,25731333.0
23086.0,98344.0,448799.0,25888230.0
26372.0,98685.0,443114.0,25362852.0
26448.0,95484.0,438736.0,26377386.0
20998.0,101613.0,453334.0,25378957.0
23163.0,95720.0,436727.0,26002104.0
23352.0,100744.0,449394.0,25589125.0
37970.0,99086.0,435367.0,24834536.0
22655.0,98579.0,445330.0,26042385.0
22030.0,100577.0,442407.0,25202817.0
25302.0,96819.0,443120.0,25802377.0
27729.0,97239.0,438689.0,25439263.0
25473.0,98981.0,446562.0,25478128.0
32932.0,94274.0,438099.0,26185668.0
28058.0,97230.0,446004.0,25460318.0
25590.0,95512.0,447444.0,26554671.0
24073.0,98872.0,449916.0,25637517.0
37154.0,99350.0,438928.0,25209820.0
26690.0,96089.0,446259.0,25960051.0
24121.0,98604.0,439549.0,25508855.0
30685.0,93110.0,437721.0,25900819.0
34597.0,96387.0,434633.0,25509782.0
24678.0,97396.0,450583.0,25895528.0
24571.0,96453.0,445966.0,26017837.0
20952.0,100683.0,452267.0,25692467.0
21630.0,97887.0,454143.0,26022635.0
22269.0,98749.0,455357.0,25792544.0
36324.0,97013.0,431298.0,25794233.0
22292.0,101367.0,449730.0,25410035.0
26720.0,97288.0,438634.0,25979864.0
22791.0,100193.0,452994.0,25534116.0
21523.0,97376.0,450863.0,26043461.0
22946.0,98610.0,448419.0,25568872.0
24226.0,97407.0,445574.0,25545314.0
25644.0,101158.0,438819.0,25071643.0
31977.0,93898.0,434650.0,26445382.0
28902.0,98509.0,440312.0,25478115.0
45488.0,93852.0,425279.0,25909839.0
21878.0,101816.0,452383.0,25621227.0
21259.0,98193.0,457672.0,26212069.0
22075.0,99801.0,445028.0,25550908.0
23056.0,96740.0,444670.0,26304621.0
22772.0,98746.0,441408.0,25615802.0
23615.0,99571.0,445101.0,25821273.0
24445.0,96545.0,438949.0,26096457.0
24186.0,99077.0,441418.0,24968581.0
24573.0,97608.0,439954.0,25719284.0
