L1-icache-load-misses:u,LLC-load-misses:u,LLC-loads:u,instructions:u
17158.0,105079.0,415170.0,25427141.0
19631.0,104197.0,422396.0,25190795.0
16983.0,107889.0,428077.0,25231528.0
19396.0,103326.0,424950.0,25168539.0
27238.0,105491.0,422570.0,24656373.0
18382.0,102138.0,424024.0,25576569.0
17964.0,102048.0,437162.0,25465543.0
18063.0,103855.0,424708.0,25202550.0
20358.0,103222.0,429068.0,25219277.0
20949.0,105520.0,426096.0,25187779.0
16094.0,107941.0,433279.0,25040543.0
18349.0,104154.0,425561.0,25087585.0
20259.0,106212.0,415772.0,24826766.0
17810.0,104470.0,437537.0,25242495.0
26941.0,107702.0,434836.0,24662211.0
19559.0,103605.0,430297.0,25104462.0
15274.0,105277.0,413662.0,25190448.0
17693.0,104332.0,418752.0,25197314.0
18591.0,107898.0,421071.0,25239156.0
20028.0,104270.0,415162.0,25248180.0
20595.0,108994.0,424885.0,24809703.0
17149.0,108221.0,418556.0,25124212.0
19765.0,105882.0,423164.0,25223405.0
26155.0,105422.0,401792.0,24575301.0
17317.0,108748.0,425802.0,25026984.0
18464.0,105265.0,429157.0,25175379.0
19652.0,104317.0,422845.0,24911476.0
19093.0,105705.0,423117.0,25267960.0
17490.0,106128.0,421216.0,25097953.0
22921.0,101656.0,424529.0,25372333.0
19507.0,105671.0,434457.0,25087714.0
19642.0,107115.0,420841.0,24669527.0
22014.0,105486.0,414874.0,25385248.0
27532.0,106496.0,405816.0,24580630.0
16377.0,110401.0,423301.0,24894072.0
20549.0,105813.0,416348.0,24771182.0
18235.0,106773.0,432362.0,25224088.0
20395.0,101764.0,425659.0,25267844.0
15099.0,106716.0,425115.0,25230638.0
16785.0,104008.0,427233.0,25168313.0
17818.0,106976.0,404994.0,25093955.0
19581.0,104870.0,424669.0,25073083.0
19644.0,104011.0,416448.0,25182017.0
23657.0,112246.0,409525.0,24755577.0
18190.0,105383.0,422477.0,25280952.0
17764.0,107723.0,407708.0,25096029.0
18384.0,105814.0,425835.0,25402544.0
16723.0,105292.0,424664.0,25445451.0
18476.0,106141.0,421414.0,25184814.0
20407.0,102899.0,421135.0,25113567.0
18013.0,106367.0,427053.0,25516203.0
21627.0,102778.0,419441.0,25267986.0
19945.0,107796.0,429707.0,24920837.0
24792.0,104392.0,423645.0,24915929.0
19907.0,105287.0,404619.0,24987830.0
17791.0,106169.0,422014.0,24946517.0
17569.0,106036.0,420468.0,25129661.0
17848.0,103735.0,424894.0,25497519.0
20065.0,107882.0,420921.0,24974890.0
16864.0,105686.0,427187.0,25327124.0
18516.0,104628.0,425586.0,25273382.0
17327.0,106325.0,412617.0,25094209.0
21186.0,105602.0,421378.0,25135639.0
26617.0,108214.0,417591.0,24727040.0
18710.0,105821.0,420465.0,25159836.0
18070.0,105876.0,424166.0,25326333.0
17787.0,104560.0,427608.0,25021507.0
21733.0,101634.0,429495.0,25538049.0
16211.0,106047.0,420993.0,25002644.0
20181.0,103905.0,424903.0,25050472.0
17821.0,106775.0,424722.0,24965135.0
17104.0,104858.0,422123.0,25382635.0
20535.0,100840.0,423777.0,25972450.0
25715.0,108519.0,415992.0,24912458.0
21832.0,104741.0,409538.0,24833612.0
19090.0,108538.0,418430.0,25471387.0
15505.0,106248.0,425285.0,25445373.0
19849.0,104475.0,424503.0,25288083.0
17292.0,104886.0,422413.0,25273323.0
14046.0,123682.0,388150.0,19267607.0
20622.0,107194.0,419701.0,25099698.0
17760.0,109106.0,426809.0,25034286.0
21239.0,104542.0,412332.0,25107511.0
27922.0,105740.0,418685.0,25108734.0
16604.0,108862.0,424679.0,24763452.0
20864.0,108019.0,424746.0,24872176.0
19874.0,105861.0,416014.0,25190037.0
20034.0,104046.0,422194.0,25143482.0
19071.0,104552.0,429087.0,25279722.0
17875.0,105398.0,421535.0,25151187.0
21109.0,101313.0,427611.0,25394543.0
18944.0,104878.0,419298.0,25376549.0
22060.0,101831.0,426475.0,25471122.0
27726.0,106044.0,410148.0,24616986.0
21483.0,105584.0,416908.0,25079566.0
17964.0,105335.0,428848.0,25302071.0
19497.0,106001.0,407375.0,25009881.0
22303.0,102677.0,423329.0,24974119.0
20982.0,106505.0,408047.0,24426685.0
24968.0,101845.0,412757.0,24629300.0
24417.0,102781.0,422771.0,24459509.0
26735.0,99150.0,408548.0,24876174.0
17841.0,104316.0,422797.0,25388481.0
26094.0,108170.0,415279.0,24679984.0
18979.0,105088.0,417498.0,25151529.0
17869.0,106249.0,398817.0,25000411.0
17485.0,105051.0,421500.0,25163611.0
16602.0,111345.0,409734.0,24985538.0
17440.0,106894.0,414219.0,25089509.0
19422.0,107400.0,420999.0,25388261.0
19730.0,101808.0,411196.0,25739622.0
23134.0,103559.0,414861.0,25452673.0
19247.0,106479.0,417067.0,25159336.0
29181.0,102959.0,416082.0,25019204.0
17280.0,107514.0,437077.0,25140091.0
18577.0,101308.0,426717.0,25294617.0
18741.0,105806.0,435326.0,24893487.0
18640.0,101368.0,423878.0,25464544.0
16469.0,104785.0,411227.0,25474455.0
15687.0,104906.0,430462.0,25023191.0
19142.0,104642.0,415083.0,25222167.0
17357.0,104512.0,430982.0,24872006.0
18134.0,103835.0,425643.0,25418808.0
26646.0,101830.0,421092.0,24762983.0
17636.0,100514.0,437504.0,25508382.0
21073.0,100985.0,412189.0,25199863.0
18877.0,102313.0,425851.0,25467861.0
19784.0,101930.0,417810.0,25197798.0
17829.0,107757.0,426071.0,25191588.0
17406.0,104255.0,422896.0,25417668.0
22300.0,104240.0,404004.0,24765036.0
21118.0,106699.0,420814.0,25285968.0
24380.0,104395.0,426043.0,25190386.0
26143.0,104666.0,413650.0,24583370.0
19794.0,105926.0,430690.0,25384924.0
18645.0,105713.0,419415.0,24989927.0
18595.0,101686.0,412906.0,25789565.0
17145.0,104381.0,424813.0,25071384.0
15410.0,103200.0,421046.0,25956678.0
24265.0,103416.0,408795.0,24705460.0
23852.0,102096.0,419778.0,24983273.0
18467.0,106437.0,420749.0,25296711.0
26390.0,103430.0,423091.0,25231193.0
17700.0,106246.0,420543.0,25352842.0
17384.0,106144.0,430326.0,25049968.0
17614.0,104416.0,424202.0,25172775.0
15223.0,105030.0,442255.0,25296948.0
17009.0,103005.0,428495.0,25380477.0
15400.0,105930.0,421543.0,25039209.0
18939.0,106310.0,426713.0,25202180.0
17428.0,105545.0,434339.0,25376613.0
19607.0,104349.0,424742.0,25201666.0
29116.0,100939.0,412671.0,25306225.0
17354.0,105637.0,420183.0,25006680.0
18678.0,104228.0,423509.0,25314074.0
16214.0,108548.0,424986.0,24730701.0
17482.0,104144.0,425518.0,25154915.0
19695.0,105479.0,415720.0,25011737.0
16386.0,106634.0,423358.0,25157689.0
19687.0,105935.0,424510.0,24898601.0
15804.0,103948.0,431070.0,25612380.0
20049.0,105101.0,408408.0,25073183.0
25256.0,104725.0,415922.0,24768654.0
17544.0,108595.0,426525.0,24801800.0
19065.0,108619.0,408688.0,25067320.0
20699.0,106363.0,424902.0,25108215.0
15917.0,106015.0,426290.0,25364095.0
19068.0,104101.0,416211.0,25293545.0
16856.0,104610.0,425728.0,25261622.0
18277.0,106631.0,414163.0,25327230.0
19243.0,106454.0,419662.0,25068966.0
17733.0,107609.0,423616.0,25071409.0
24759.0,106606.0,420245.0,24943286.0
16110.0,103739.0,432412.0,25537742.0
20255.0,102360.0,425356.0,25140140.0
15867.0,105309.0,426555.0,25322544.0
19584.0,104002.0,417911.0,25417066.0
17227.0,106587.0,420543.0,25192526.0
16868.0,105230.0,430556.0,25251243.0
17546.0,110109.0,423747.0,24746508.0
18264.0,104282.0,420648.0,25039833.0
19047.0,106690.0,413889.0,25106416.0
28121.0,106756.0,412700.0,24719252.0
18244.0,104195.0,426897.0,25473441.0
18461.0,106647.0,426464.0,25094626.0
17235.0,107490.0,430534.0,24983400.0
17899.0,103914.0,425995.0,25401019.0
19561.0,105728.0,423259.0,25201017.0
15637.0,108237.0,426614.0,24974073.0
21128.0,102462.0,421737.0,25436736.0
17879.0,105873.0,435521.0,25119573.0
20988.0,105403.0,424924.0,25411622.0
25203.0,103315.0,410731.0,25196912.0
18174.0,105438.0,425048.0,25084731.0
22453.0,103632.0,415036.0,25195924.0
19293.0,104715.0,421974.0,25390681.0
20209.0,104652.0,425857.0,25104661.0
26755.0,101412.0,413158.0,24635288.0
24661.0,101342.0,414279.0,25071899.0
26000.0,103025.0,407621.0,24145616.0
25694.0,98404.0,420317.0,24956208.0
19857.0,106270.0,414198.0,25028709.0
25616.0,103433.0,421845.0,25168388.0
20551.0,104222.0,427042.0,25337741.0
17911.0,101457.0,419907.0,25826485.0
18192.0,104011.0,420659.0,25615052.0
18788.0,104710.0,416807.0,25253765.0
21232.0,107179.0,425387.0,25294708.0
18044.0,106409.0,420347.0,25078123.0
19670.0,100837.0,422718.0,25242560.0
21209.0,108077.0,432836.0,25276757.0
20143.0,106195.0,430316.0,25109791.0
25799.0,103956.0,423316.0,24986058.0
18281.0,104985.0,415281.0,25176795.0
21008.0,101286.0,422702.0,25546281.0
15855.0,105397.0,421534.0,25155531.0
17873.0,102597.0,431763.0,25217662.0
15983.0,105485.0,425187.0,25334726.0
17345.0,105289.0,422943.0,25004496.0
18920.0,103608.0,420481.0,25257891.0
16886.0,108814.0,425334.0,24852007.0
19268.0,106393.0,426241.0,25188261.0
26871.0,103744.0,418790.0,25277369.0
18161.0,105271.0,414019.0,25107820.0
19193.0,106010.0,413940.0,25243337.0
22041.0,105444.0,411062.0,24691991.0
19713.0,107781.0,410909.0,25026131.0
18183.0,106678.0,427617.0,24852956.0
17735.0,105687.0,427960.0,25225913.0
25163.0,99677.0,418700.0,24742090.0
26037.0,104671.0,416622.0,24826831.0
26054.0,102526.0,420092.0,25466565.0
28577.0,104819.0,420994.0,24946486.0
18959.0,103900.0,415235.0,25292159.0
17050.0,101579.0,429715.0,25424111.0
18824.0,108053.0,432417.0,24870077.0
18273.0,103119.0,418417.0,25133508.0
18473.0,105006.0,410619.0,25324950.0
19000.0,103932.0,403529.0,25185222.0
17268.0,108233.0,419422.0,25255956.0
19786.0,104634.0,412094.0,24983899.0
19563.0,105879.0,419363.0,25274890.0
27723.0,105029.0,422079.0,25041927.0
19691.0,101823.0,428319.0,25448137.0
18467.0,102954.0,427101.0,25449893.0
18985.0,104121.0,417068.0,25278484.0
18439.0,104772.0,409335.0,24999194.0
23082.0,106458.0,423499.0,24680512.0
25428.0,101590.0,412772.0,24847953.0
25116.0,105448.0,403170.0,24279254.0
26324.0,103136.0,415612.0,24772656.0
20075.0,106108.0,406619.0,25088267.0
29844.0,104386.0,414398.0,24754389.0
20770.0,104901.0,425020.0,25093797.0
16270.0,104084.0,413678.0,25395121.0
18641.0,106401.0,434168.0,25060620.0
20022.0,103644.0,408656.0,25247685.0
15495.0,109570.0,431982.0,25307346.0
16442.0,105707.0,429414.0,25256652.0
18096.0,106851.0,427265.0,25152829.0
19621.0,104130.0,429423.0,25126401.0
24200.0,104537.0,422327.0,25086664.0
16453.0,107325.0,435770.0,25044005.0
20077.0,103879.0,436437.0,25125585.0
15715.0,106724.0,417180.0,25070362.0
19056.0,104960.0,426531.0,25223737.0
15230.0,106410.0,422332.0,25106469.0
17078.0,106653.0,424835.0,25028301.0
15594.0,104860.0,432114.0,25321728.0
15675.0,103693.0,421581.0,25735928.0
19531.0,104666.0,417582.0,25060911.0
23959.0,106081.0,413093.0,25035173.0
17733.0,105916.0,431597.0,25154115.0
18599.0,105079.0,435462.0,25070099.0
16625.0,104862.0,422456.0,25090432.0
17748.0,106760.0,419161.0,25098872.0
14196.0,103726.0,436262.0,25389808.0
17623.0,107990.0,422503.0,25101587.0
18666.0,104056.0,432805.0,25495501.0
17112.0,103341.0,420692.0,25610940.0
19532.0,104764.0,428611.0,25113163.0
25974.0,104908.0,412742.0,25039538.0
15752.0,111467.0,425542.0,25053256.0
21157.0,104591.0,414336.0,25120720.0
18246.0,108320.0,410199.0,24967526.0
17064.0,105171.0,427265.0,25316703.0
19733.0,107452.0,417686.0,24823563.0
18686.0,105702.0,428113.0,25403128.0
16932.0,108641.0,428686.0,24879262.0
17016.0,105873.0,413207.0,25365302.0
22054.0,108083.0,432751.0,24988421.0
23747.0,105321.0,414086.0,25114628.0
18222.0,102079.0,417631.0,25690107.0
21615.0,101041.0,427471.0,25389484.0
16753.0,108326.0,421104.0,25339002.0
19343.0,102042.0,424096.0,25214443.0
19170.0,105068.0,431702.0,25535163.0
17208.0,104585.0,421810.0,25095531.0
18371.0,106178.0,428361.0,25210796.0
18612.0,102028.0,430898.0,25719078.0
20476.0,104124.0,429644.0,25179640.0
24398.0,107054.0,425984.0,24929838.0
18247.0,101564.0,422076.0,25617798.0
17227.0,103500.0,438528.0,25413967.0
13184.0,109527.0,426561.0,24880548.0
17828.0,103173.0,426964.0,25289811.0
14195.0,102465.0,429035.0,25635422.0
17114.0,103923.0,412675.0,25245389.0
15774.0,107199.0,425999.0,25129446.0
14921.0,107955.0,429717.0,25332865.0
20349.0,103561.0,429458.0,25517426.0
26722.0,108935.0,420511.0,24528563.0
17799.0,105319.0,418987.0,25335417.0
18075.0,104945.0,430413.0,25275337.0
15960.0,106528.0,427345.0,25525151.0
19591.0,103705.0,412538.0,25127873.0
17818.0,105811.0,427779.0,25017440.0
18052.0,107788.0,417576.0,25563071.0
18102.0,106654.0,423458.0,25014028.0
16332.0,106364.0,428041.0,25176611.0
17480.0,106102.0,421936.0,25274659.0
25126.0,105708.0,413271.0,24880579.0
16447.0,104285.0,416743.0,25100246.0
15851.0,107709.0,426026.0,25207611.0
14154.0,106706.0,434008.0,25174327.0
17376.0,103528.0,425056.0,25442849.0
16761.0,104749.0,436794.0,25202462.0
17301.0,103659.0,427482.0,25479819.0
13289.0,108568.0,431420.0,25032690.0
19564.0,104679.0,424384.0,25130087.0
19781.0,105921.0,418008.0,25020595.0
27540.0,105541.0,416970.0,24986946.0
18252.0,110169.0,428569.0,24928760.0
18158.0,104965.0,420572.0,25479678.0
17585.0,106167.0,404671.0,24895361.0
16690.0,110629.0,410935.0,24948433.0
17369.0,109405.0,415690.0,24615175.0
16266.0,108440.0,419468.0,25058683.0
18867.0,105156.0,414113.0,25140114.0
17259.0,105943.0,417062.0,24796827.0
16178.0,107896.0,422905.0,25228496.0
25853.0,106262.0,417583.0,24832795.0
19022.0,104448.0,422163.0,25442688.0
16864.0,106231.0,405216.0,25328866.0
16745.0,103543.0,419413.0,25249144.0
16733.0,106013.0,416836.0,25319541.0
17086.0,105794.0,421552.0,25455216.0
17467.0,103145.0,424997.0,25469154.0
15617.0,108031.0,427186.0,25221152.0
21029.0,105896.0,433002.0,25136550.0
20487.0,104943.0,419646.0,25138500.0
26208.0,106276.0,413261.0,25052794.0
22076.0,100134.0,414104.0,25348383.0
18392.0,106330.0,428751.0,25443457.0
17670.0,105067.0,423770.0,25430130.0
23461.0,103287.0,407320.0,25109549.0
16381.0,107909.0,433087.0,25258190.0
24511.0,103941.0,405305.0,24420203.0
21936.0,104526.0,424067.0,25085205.0
17946.0,104909.0,423983.0,25119270.0
19038.0,102324.0,415071.0,25311683.0
26557.0,105871.0,426782.0,25279399.0
17750.0,105549.0,426391.0,25094371.0
17277.0,105659.0,439187.0,25058912.0
17361.0,102882.0,427245.0,25487173.0
18332.0,103302.0,406373.0,25080712.0
16454.0,107821.0,432860.0,25034641.0
23872.0,103342.0,413861.0,24312354.0
23283.0,101656.0,419270.0,24794493.0
22732.0,103214.0,430822.0,24979598.0
15808.0,105767.0,411022.0,24606671.0
27521.0,106292.0,423826.0,24921776.0
17038.0,109417.0,437572.0,24756249.0
18922.0,102232.0,425452.0,25776238.0
17686.0,100537.0,436626.0,25376272.0
18153.0,101898.0,423226.0,25772791.0
16678.0,101433.0,432366.0,25511048.0
20977.0,105336.0,423090.0,25320021.0
16898.0,103166.0,428143.0,25824498.0
19992.0,104890.0,422792.0,25028081.0
25878.0,101320.0,420104.0,25218888.0
18890.0,104722.0,427485.0,25394387.0
25096.0,100319.0,433878.0,25338867.0
25319.0,99390.0,421867.0,24841788.0
24377.0,100419.0,414238.0,24596752.0
22846.0,105344.0,418056.0,24548648.0
22455.0,98428.0,415869.0,25254476.0
26527.0,102316.0,411210.0,24553277.0
24311.0,101842.0,416788.0,24722207.0
26127.0,103726.0,413877.0,25208436.0
24626.0,103342.0,425112.0,24931420.0
19008.0,105834.0,417378.0,25378600.0
16948.0,101927.0,413527.0,25191579.0
16802.0,107489.0,423515.0,25288702.0
18888.0,105668.0,420847.0,25293048.0
16911.0,103549.0,417338.0,25602820.0
14961.0,103200.0,419234.0,25579028.0
18136.0,101294.0,415886.0,25640116.0
17166.0,105746.0,434998.0,25744358.0
19906.0,102701.0,427239.0,25087451.0
24209.0,103281.0,420612.0,25365354.0
15623.0,103780.0,426139.0,25747564.0
16332.0,103686.0,427410.0,25392651.0
14583.0,102717.0,425107.0,25642949.0
15855.0,104836.0,429543.0,25284001.0
18003.0,107898.0,417846.0,25121092.0
17724.0,104003.0,426277.0,25513910.0
15735.0,106956.0,427445.0,25189071.0
19631.0,106991.0,418142.0,25628456.0
20416.0,103473.0,425029.0,25287759.0
24635.0,106532.0,413088.0,25028146.0
18559.0,103671.0,415066.0,25780998.0
17777.0,103798.0,429693.0,25345951.0
14740.0,105159.0,431237.0,25280800.0
16947.0,100384.0,420860.0,25701461.0
20104.0,100926.0,428754.0,25436761.0
15667.0,105046.0,431131.0,25458209.0
17921.0,103000.0,420796.0,25267818.0
16721.0,103195.0,433670.0,25361912.0
18036.0,105697.0,432409.0,25355249.0
26353.0,102079.0,419568.0,24727933.0
17298.0,103882.0,419677.0,25332186.0
18510.0,104543.0,418181.0,25426475.0
18460.0,103589.0,413002.0,25306634.0
16611.0,104407.0,424700.0,25637648.0
18578.0,108395.0,407781.0,24807645.0
17749.0,104604.0,415221.0,25141288.0
16564.0,109105.0,421230.0,25013788.0
20595.0,103004.0,415744.0,25240058.0
22507.0,102516.0,408560.0,25433144.0
27504.0,103386.0,411708.0,25045506.0
18498.0,103577.0,428629.0,25405284.0
15007.0,107056.0,422666.0,25827769.0
19136.0,104571.0,427144.0,25213216.0
17059.0,105225.0,419969.0,25473348.0
19963.0,105943.0,417092.0,25191331.0
19015.0,104468.0,420067.0,25066635.0
17192.0,108597.0,413154.0,25236253.0
19372.0,106903.0,427040.0,25154407.0
17887.0,107424.0,425890.0,25353277.0
23264.0,103678.0,422010.0,25436238.0
16504.0,105903.0,425889.0,25326099.0
17561.0,107783.0,411552.0,25031387.0
17947.0,106257.0,417155.0,25055328.0
16475.0,108111.0,427387.0,25277135.0
19193.0,104344.0,431287.0,25403183.0
17332.0,102226.0,430499.0,25326952.0
18727.0,105013.0,437802.0,25392981.0
16101.0,102546.0,435759.0,25402786.0
18920.0,103855.0,417221.0,25362619.0
28786.0,108274.0,411946.0,24666924.0
16102.0,106503.0,413736.0,24584823.0
18238.0,107530.0,421823.0,24933972.0
16673.0,110141.0,425935.0,25311617.0
21102.0,105568.0,425354.0,24846624.0
17706.0,103531.0,426861.0,25185522.0
18654.0,105653.0,425289.0,25285779.0
16837.0,103623.0,424406.0,25288409.0
17879.0,105629.0,429466.0,25062566.0
18930.0,102674.0,416424.0,25493157.0
26065.0,106945.0,419466.0,24791608.0
18540.0,107048.0,418878.0,25019698.0
18002.0,105973.0,414621.0,25050981.0
16954.0,107805.0,415545.0,25201182.0
17452.0,104836.0,422114.0,25280954.0
18675.0,102787.0,417903.0,25549303.0
19127.0,104332.0,418533.0,25711959.0
18156.0,104573.0,428925.0,25146793.0
18646.0,106618.0,431332.0,25541795.0
17662.0,102749.0,432588.0,25133441.0
26073.0,105271.0,419479.0,24982375.0
16551.0,104168.0,418027.0,25170102.0
18409.0,106341.0,424400.0,25108591.0
17740.0,107885.0,418224.0,25153076.0
18728.0,106052.0,420946.0,25077256.0
15957.0,104174.0,410780.0,25414886.0
18673.0,106148.0,421750.0,25166103.0
19313.0,102976.0,431985.0,25461853.0
17454.0,108572.0,428322.0,25385614.0
18983.0,100243.0,431744.0,25713715.0
25467.0,104172.0,415372.0,25116622.0
16831.0,107905.0,435094.0,25430643.0
17651.0,98964.0,426177.0,25603327.0
16140.0,105946.0,426724.0,25558136.0
17781.0,104229.0,422738.0,25158982.0
16808.0,104861.0,433922.0,25382672.0
15221.0,104663.0,429637.0,25550004.0
18538.0,102938.0,422094.0,25445736.0
20361.0,104821.0,423372.0,25708480.0
18618.0,104749.0,420185.0,25027262.0
28452.0,102220.0,423340.0,24967559.0
17839.0,104150.0,431882.0,25189735.0
17551.0,103545.0,427578.0,25133181.0
17285.0,102516.0,429031.0,25209724.0
17686.0,107741.0,423002.0,24940649.0
28414.0,156895.0,605549.0,37351425.0
19234.0,107740.0,419031.0,25020753.0
21136.0,102961.0,416828.0,25630124.0
19473.0,106149.0,423097.0,25175140.0
26608.0,106534.0,407776.0,24731741.0
16356.0,108132.0,426730.0,25088899.0
19979.0,103511.0,417325.0,25155822.0
16936.0,107353.0,421122.0,25031975.0
20423.0,104619.0,416842.0,25681308.0
16696.0,105019.0,421713.0,24967453.0
13894.0,110901.0,431168.0,25235199.0
18378.0,102562.0,413987.0,25755104.0
17775.0,102240.0,420530.0,25482223.0
15824.0,106072.0,429279.0,25253399.0
25624.0,102524.0,417345.0,25331346.0
17121.0,104716.0,426861.0,25338211.0
17602.0,106445.0,413491.0,25298765.0
17787.0,103910.0,417737.0,25362353.0
18020.0,107500.0,427470.0,25404463.0
17456.0,105198.0,417335.0,25363163.0
17309.0,101989.0,426653.0,25457079.0
14599.0,106790.0,443745.0,25338726.0
19199.0,98792.0,426857.0,25713674.0
15954.0,104857.0,439993.0,25068616.0
22357.0,105788.0,427502.0,24879909.0
16476.0,105757.0,423895.0,25115787.0
17165.0,104263.0,422647.0,25167948.0
16717.0,103382.0,419145.0,25429372.0
18806.0,102234.0,422835.0,25641390.0
19515.0,103548.0,427310.0,25539327.0
17850.0,104132.0,417384.0,25311589.0
17997.0,103187.0,416430.0,25459771.0
18851.0,105439.0,420062.0,25249467.0
15245.0,107999.0,430842.0,24884978.0
26844.0,105199.0,413958.0,25210393.0
17109.0,105628.0,418476.0,24846832.0
17818.0,106447.0,413869.0,25246914.0
15197.0,108916.0,423936.0,24881384.0
17859.0,106678.0,412166.0,25192991.0
17823.0,107619.0,423008.0,25177924.0
17178.0,109273.0,427977.0,24844373.0
15332.0,103648.0,414346.0,25212116.0
17871.0,103038.0,431718.0,25340191.0
17072.0,104350.0,422172.0,25311570.0
27920.0,105115.0,424423.0,25113139.0
14919.0,104848.0,423425.0,25232095.0
16605.0,107507.0,426105.0,25044333.0
18111.0,104197.0,431639.0,25452435.0
17253.0,106611.0,412019.0,25199125.0
19672.0,103438.0,416362.0,25332022.0
17575.0,106387.0,418469.0,25233589.0
17231.0,105502.0,422256.0,25601419.0
21707.0,104157.0,423846.0,25179208.0
17257.0,106499.0,423355.0,25218255.0
26082.0,103927.0,423993.0,25144933.0
14853.0,106336.0,416954.0,24975492.0
16985.0,104369.0,421492.0,25335701.0
17085.0,108241.0,428444.0,25319925.0
16333.0,102676.0,413539.0,25529423.0
19226.0,105140.0,417087.0,25237882.0
15954.0,106441.0,426138.0,25104036.0
15965.0,104654.0,425585.0,25508289.0
18907.0,107584.0,424773.0,25023005.0
25727.0,105650.0,422151.0,24833509.0
15284.0,109660.0,431752.0,24930012.0
18317.0,103848.0,424113.0,24972132.0
14484.0,105987.0,427019.0,25101835.0
15808.0,104704.0,412105.0,25404530.0
18073.0,102589.0,420779.0,25421163.0
16865.0,107279.0,419817.0,25959717.0
15182.0,108018.0,426469.0,25180499.0
17225.0,104412.0,411725.0,25363527.0
19902.0,104667.0,407880.0,25593971.0
25570.0,103842.0,420186.0,25233044.0
16544.0,104251.0,421307.0,25326795.0
14621.0,99747.0,437457.0,25574602.0
16747.0,102519.0,437948.0,25496093.0
17650.0,101284.0,432164.0,25762864.0
18330.0,101951.0,431408.0,25450957.0
20802.0,105977.0,428090.0,25039704.0
20826.0,102520.0,423815.0,25085342.0
20245.0,103068.0,416138.0,25371839.0
23845.0,103683.0,413169.0,25286763.0
25880.0,105736.0,409071.0,25115915.0
16854.0,106347.0,418158.0,25221118.0
18895.0,103250.0,415423.0,25130171.0
16772.0,106172.0,431282.0,25367950.0
17264.0,103530.0,424768.0,25379528.0
18083.0,106215.0,422898.0,24920333.0
18034.0,102473.0,431082.0,25480977.0
21840.0,103497.0,419489.0,24687066.0
23241.0,99357.0,415740.0,24884460.0
17738.0,108064.0,412765.0,25067587.0
23686.0,106751.0,406128.0,24755189.0
18335.0,105404.0,428891.0,25119516.0
15119.0,106716.0,427863.0,25073808.0
13606.0,106348.0,417873.0,25626881.0
16415.0,108351.0,427540.0,24971432.0
16107.0,107430.0,427464.0,24968615.0
15177.0,107595.0,423320.0,25364215.0
15461.0,105904.0,431179.0,25216629.0
16755.0,103687.0,421588.0,25493113.0
16116.0,103901.0,420952.0,25259744.0
22637.0,104893.0,430022.0,25264140.0
15171.0,109299.0,423520.0,25178983.0
17422.0,105349.0,426547.0,25258882.0
16951.0,107195.0,408471.0,24995132.0
20779.0,103480.0,429193.0,25181128.0
15748.0,100812.0,438766.0,25749448.0
21155.0,104903.0,423988.0,24904908.0
24725.0,99560.0,426168.0,24835062.0
23291.0,98647.0,425972.0,25264321.0
18341.0,104459.0,431378.0,25157470.0
27403.0,103337.0,409866.0,24967200.0
16777.0,107888.0,422379.0,25185427.0
16282.0,103707.0,422300.0,25037347.0
20300.0,107532.0,421685.0,25106567.0
24688.0,103783.0,408573.0,24408939.0
23366.0,103064.0,409355.0,24636966.0
26266.0,104450.0,420564.0,24205317.0
27467.0,102600.0,406988.0,24561289.0
27458.0,103012.0,415153.0,24608374.0
15939.0,108403.0,407615.0,24996455.0
24379.0,106073.0,407781.0,24724244.0
17046.0,112533.0,420515.0,24677296.0
17255.0,106932.0,424548.0,25072280.0
16023.0,106876.0,418227.0,25107577.0
16413.0,108325.0,424713.0,24921414.0
16004.0,105292.0,423467.0,25170902.0
16197.0,109123.0,425373.0,25071922.0
19614.0,108773.0,418727.0,24624837.0
17382.0,111305.0,419543.0,24668726.0
19451.0,105380.0,425334.0,25241841.0
25197.0,106385.0,428066.0,24620620.0
15394.0,105270.0,433662.0,25341909.0
17935.0,102555.0,412285.0,25459642.0
18901.0,104829.0,432561.0,25232143.0
16113.0,105684.0,420056.0,25440406.0
14784.0,105884.0,423824.0,25150115.0
17564.0,101929.0,424882.0,25732543.0
19172.0,105648.0,419157.0,25216159.0
19414.0,103954.0,424447.0,25250303.0
19086.0,108073.0,422982.0,24966941.0
24737.0,103176.0,423893.0,24923814.0
17295.0,107534.0,416016.0,24899156.0
17180.0,106693.0,430969.0,24953375.0
20223.0,104998.0,427694.0,24695485.0
22002.0,107144.0,414132.0,24678299.0
14926.0,105462.0,413754.0,25165459.0
18936.0,110127.0,413063.0,24938729.0
15765.0,106113.0,421082.0,25306935.0
19231.0,106125.0,415127.0,24896065.0
15873.0,108327.0,432374.0,24569533.0
23022.0,104029.0,427544.0,25170214.0
16633.0,102791.0,408491.0,25231789.0
16407.0,104563.0,427957.0,25282551.0
16672.0,106260.0,422659.0,25341284.0
17300.0,105329.0,418489.0,25173563.0
18956.0,105988.0,419260.0,25141802.0
18501.0,108770.0,432002.0,24821603.0
19010.0,107298.0,431471.0,24966102.0
18426.0,103969.0,426741.0,25575108.0
19305.0,104005.0,415370.0,25042031.0
24594.0,103637.0,421442.0,25091180.0
16891.0,102727.0,423710.0,25489894.0
14759.0,105347.0,419578.0,25273082.0
19515.0,107229.0,420014.0,24750385.0
16594.0,104150.0,415706.0,25405948.0
18911.0,110305.0,426609.0,25121928.0
