br_inst_retired.all_branches_pebs:u,br_misp_retired.all_branches_pebs:u,cpu-cycles:u,instructions:u
5291171.0,125742.0,30026868.0,25224349.0
5236683.0,123451.0,30108069.0,24962245.0
5272482.0,124014.0,30091741.0,25185469.0
5256442.0,122735.0,30107729.0,25108035.0
5229562.0,124011.0,30094124.0,24927968.0
5286531.0,124738.0,30108236.0,25224923.0
5221289.0,119978.0,30101783.0,24919281.0
5234343.0,122768.0,30020563.0,24987722.0
5206825.0,122965.0,30106886.0,24798457.0
5242780.0,122156.0,30098923.0,24993830.0
5210640.0,120177.0,30038321.0,24981222.0
5223070.0,121356.0,30094223.0,24912875.0
5211714.0,122789.0,30107838.0,24877036.0
5318112.0,123720.0,30097886.0,25359466.0
5212494.0,121006.0,30103524.0,24827985.0
5190251.0,120548.0,30099412.0,24702519.0
5323308.0,124942.0,30109202.0,25343902.0
5177054.0,123507.0,30022198.0,24690835.0
5245097.0,122530.0,30107524.0,25023281.0
5332239.0,126205.0,30094314.0,25398342.0
5295454.0,126092.0,30036458.0,25257100.0
5311114.0,123231.0,30098126.0,25308506.0
5316500.0,125683.0,30103756.0,25352668.0
5345129.0,123836.0,30099818.0,25563465.0
5284970.0,122396.0,30107535.0,25233231.0
5272978.0,125084.0,30087732.0,25168679.0
5421987.0,128143.0,30073941.0,25916950.0
5247353.0,125037.0,30039583.0,24951061.0
5286463.0,134023.0,30100648.0,25209433.0
5426291.0,124204.0,30314013.0,25950861.0
5233083.0,124322.0,30097415.0,24947865.0
5319840.0,123603.0,30101091.0,25388999.0
5291473.0,122817.0,30099606.0,25170921.0
5273425.0,122948.0,30104574.0,25169355.0
5234147.0,139756.0,30100604.0,24981211.0
5182474.0,150177.0,30104007.0,24716465.0
5156785.0,147135.0,30099851.0,24686298.0
5108556.0,136216.0,30029745.0,24453382.0
5276626.0,123088.0,30098850.0,25204522.0
5285172.0,124695.0,29981544.0,25236660.0
5274934.0,124156.0,30102772.0,25223673.0
5264335.0,121152.0,30107189.0,25123411.0
5255593.0,123949.0,30101525.0,25094020.0
5308036.0,124828.0,30105426.0,25301132.0
5334680.0,121007.0,30103393.0,25428957.0
5355174.0,125870.0,30105753.0,25515129.0
5349296.0,126608.0,30106158.0,25482619.0
5440785.0,121829.0,30032890.0,25929955.0
5350448.0,124324.0,30107806.0,25481934.0
5356900.0,126332.0,30013653.0,25544965.0
5330127.0,121579.0,30107591.0,25397203.0
5314057.0,126678.0,30098992.0,25246854.0
5306342.0,125879.0,30107860.0,25281588.0
5338085.0,126395.0,30102783.0,25429782.0
5379580.0,123361.0,30108306.0,25641254.0
5307240.0,126064.0,30087926.0,25273861.0
5299307.0,124731.0,30034650.0,25213879.0
5307167.0,122535.0,30101394.0,25309465.0
5293354.0,125908.0,30109586.0,25174445.0
5345088.0,126800.0,30026986.0,25392103.0
5343068.0,126892.0,30108585.0,25371517.0
5213538.0,122466.0,30028342.0,24829006.0
5325688.0,126728.0,30109736.0,25394766.0
5382869.0,128500.0,30099167.0,25617581.0
5326560.0,124289.0,30110937.0,25356158.0
5269907.0,127235.0,30059380.0,25046745.0
5328329.0,129511.0,30020218.0,25315045.0
5319044.0,125091.0,30103525.0,25333733.0
5322487.0,125309.0,30035847.0,25375984.0
5339818.0,127820.0,30040438.0,25415473.0
5320815.0,128403.0,30094540.0,25293657.0
8859577.0,207570.0,49981937.0,42176101.0
5288277.0,125301.0,30104726.0,25197519.0
5344716.0,126303.0,30100053.0,25500041.0
5314845.0,126576.0,30110906.0,25223340.0
5326088.0,123450.0,30095013.0,25395121.0
5344056.0,127198.0,30036218.0,25507820.0
5355102.0,127171.0,30095938.0,25532897.0
5324252.0,122386.0,30033812.0,25446927.0
5307526.0,126012.0,30109755.0,25316048.0
5298907.0,127359.0,30037353.0,25212573.0
5367122.0,127462.0,30102749.0,25599863.0
5349103.0,123619.0,30098559.0,25453584.0
5379318.0,125976.0,30108352.0,25679787.0
5337055.0,126610.0,30092103.0,25438956.0
5400238.0,127007.0,30106388.0,25718327.0
5246211.0,124452.0,30022168.0,24967539.0
5370844.0,125105.0,30107720.0,25664972.0
5300777.0,126650.0,30024496.0,25256580.0
5342416.0,127478.0,30100796.0,25434847.0
5343547.0,123840.0,30087726.0,25460569.0
5278332.0,121228.0,30105775.0,25210354.0
5258312.0,125344.0,30100709.0,25022356.0
5330880.0,124916.0,30106112.0,25449682.0
5276810.0,121473.0,30100748.0,25083465.0
5212654.0,122423.0,30031122.0,24846721.0
5263846.0,124832.0,30089633.0,25051820.0
5274786.0,122025.0,30110888.0,25159749.0
5200465.0,124366.0,30026259.0,24772584.0
5197042.0,122628.0,29998056.0,24759954.0
5263978.0,121291.0,30111231.0,25142743.0
5263438.0,124021.0,30098843.0,25061999.0
5316437.0,124026.0,30103030.0,25322507.0
5229243.0,121145.0,30100941.0,24933931.0
5320124.0,126949.0,30109525.0,25305462.0
5314631.0,126169.0,30019200.0,25392888.0
5377784.0,124145.0,30105289.0,25638543.0
5253191.0,122174.0,30101203.0,25077646.0
5282795.0,125037.0,30029992.0,25202020.0
5311590.0,127199.0,30098925.0,25309433.0
5175060.0,131495.0,30101062.0,24628198.0
5086591.0,142695.0,30097985.0,24241401.0
5199569.0,144756.0,30108764.0,24816607.0
5134937.0,145392.0,30098792.0,24413174.0
5114661.0,142484.0,30100400.0,24343280.0
5117462.0,142712.0,30021367.0,24431788.0
5145284.0,145131.0,30105106.0,24512532.0
5131424.0,145326.0,30095511.0,24470051.0
5134857.0,146463.0,29963002.0,24486860.0
5245398.0,142508.0,30106426.0,25011094.0
5258152.0,128658.0,30089329.0,25124506.0
5366462.0,126505.0,30109011.0,25671607.0
5335869.0,125994.0,30101144.0,25514675.0
5259812.0,121397.0,30105592.0,25066474.0
5308757.0,121476.0,30099310.0,25456213.0
5286508.0,124978.0,30007359.0,25208437.0
5270833.0,125427.0,30092357.0,25148992.0
5295825.0,123506.0,30102221.0,25179359.0
5273021.0,122438.0,30026265.0,25205216.0
5278638.0,124349.0,30107100.0,25180256.0
5355629.0,127321.0,30038930.0,25583642.0
5341541.0,124646.0,30110809.0,25437667.0
5357137.0,127056.0,30094649.0,25618334.0
5313094.0,123439.0,30109285.0,25371078.0
5356821.0,126662.0,30053321.0,25531565.0
5400427.0,127790.0,30028126.0,25819061.0
5412890.0,128167.0,30098367.0,25831052.0
5339741.0,125558.0,30104235.0,25427571.0
5318067.0,124088.0,30022991.0,25422431.0
5274541.0,125648.0,30096300.0,25152818.0
5292123.0,125472.0,30105869.0,25218757.0
5289207.0,125823.0,30098124.0,25171024.0
5293758.0,122005.0,30106643.0,25237024.0
5130184.0,148565.0,30031382.0,24459895.0
5210910.0,150341.0,30107918.0,24892582.0
5139058.0,147851.0,30020433.0,24492293.0
5148967.0,149415.0,30055232.0,24595624.0
5164480.0,146708.0,30096002.0,24633275.0
5133958.0,149261.0,30036801.0,24477129.0
5177159.0,148914.0,30007040.0,24745965.0
5328591.0,123248.0,30105410.0,25447370.0
5273134.0,120845.0,30097245.0,25160848.0
5303477.0,124987.0,30107849.0,25301446.0
5356909.0,126121.0,30103015.0,25532729.0
5301805.0,124734.0,30107217.0,25248810.0
5211934.0,118164.0,30018098.0,24797992.0
5321657.0,123616.0,30107452.0,25373164.0
5345122.0,126756.0,30100114.0,25454730.0
5217427.0,119640.0,29956191.0,24795469.0
5223906.0,122041.0,30102534.0,24839658.0
5372491.0,126068.0,30097801.0,25604047.0
5288589.0,121267.0,30103953.0,25200392.0
5298240.0,121373.0,30099941.0,25192586.0
5317869.0,125370.0,30111032.0,25255984.0
5362389.0,123305.0,30097013.0,25575205.0
5157476.0,118792.0,29837766.0,24585648.0
5327673.0,126331.0,30102399.0,25398199.0
5378032.0,126950.0,30103735.0,25618073.0
5289149.0,122046.0,30021041.0,25154054.0
5285195.0,125651.0,30105740.0,25199536.0
5324820.0,124333.0,30090621.0,25393058.0
5419530.0,127142.0,30105776.0,25845017.0
5417027.0,127672.0,30100599.0,25818502.0
5340598.0,123404.0,30104315.0,25396716.0
5400520.0,127099.0,30096765.0,25746311.0
5350210.0,127213.0,29986968.0,25488961.0
5380636.0,126906.0,30102935.0,25647644.0
5333431.0,124047.0,30107525.0,25446870.0
5232148.0,121250.0,30026239.0,24952975.0
5262465.0,121792.0,30090526.0,25149588.0
5349805.0,127498.0,30105194.0,25471072.0
5336900.0,125976.0,30097972.0,25432848.0
5376063.0,122488.0,30103623.0,25605789.0
5292668.0,124027.0,30101255.0,25212864.0
5371915.0,123673.0,30105079.0,25609390.0
5271283.0,123979.0,30018360.0,25187905.0
5243056.0,123538.0,30108850.0,24954431.0
5223383.0,122985.0,29972691.0,24908252.0
5282278.0,121850.0,30103645.0,25221990.0
5260151.0,121549.0,30087341.0,25085579.0
5283488.0,124692.0,30108327.0,25188205.0
5286439.0,123955.0,30098529.0,25162441.0
5314089.0,123420.0,30107927.0,25385037.0
5335581.0,123803.0,30096556.0,25525030.0
5258817.0,123653.0,30066851.0,25068805.0
5235796.0,125170.0,30021457.0,24978376.0
5238067.0,122369.0,30109084.0,24966917.0
5227247.0,125044.0,30027748.0,24938775.0
5141492.0,119442.0,29992856.0,24524785.0
5212205.0,121386.0,30096562.0,24907259.0
5105594.0,138416.0,30097891.0,24321359.0
5142076.0,149831.0,30107199.0,24514225.0
5055364.0,145187.0,30100483.0,24061149.0
5124689.0,146802.0,30103836.0,24487002.0
5149156.0,149420.0,30098290.0,24522800.0
5118449.0,144394.0,30040439.0,24449554.0
5037770.0,141506.0,30095178.0,23966111.0
5155973.0,145192.0,30032114.0,24598352.0
5094465.0,144594.0,30098949.0,24296018.0
5237536.0,125380.0,30092431.0,24952533.0
5180205.0,120801.0,30095204.0,24651884.0
5275681.0,125046.0,30108283.0,25148276.0
5358220.0,129213.0,30100335.0,25443769.0
5316166.0,121593.0,30110521.0,25354869.0
5259088.0,125498.0,30030913.0,25041706.0
5302210.0,126369.0,30102290.0,25354170.0
5258684.0,126494.0,30101055.0,25064332.0
5284691.0,127352.0,30036310.0,25258265.0
5248314.0,123147.0,30100235.0,25063006.0
5270506.0,124404.0,30093073.0,25163344.0
5321812.0,125592.0,30101002.0,25388051.0
5308933.0,123945.0,30097226.0,25252836.0
5302855.0,126228.0,30109965.0,25291729.0
5242789.0,119871.0,30102084.0,25116171.0
5241576.0,124241.0,30031236.0,24977586.0
5287544.0,126803.0,30040080.0,25175192.0
5310392.0,125412.0,30111457.0,25340169.0
5181870.0,117117.0,30023168.0,24672498.0
5316384.0,126670.0,30109225.0,25318506.0
5391142.0,128280.0,30098585.0,25757095.0
5317137.0,125987.0,30101130.0,25312193.0
5312601.0,119151.0,30098787.0,25292161.0
5366499.0,125431.0,30108088.0,25615679.0
5305884.0,126493.0,30095374.0,25332806.0
5233925.0,121454.0,30027681.0,24928604.0
5244376.0,121017.0,30098743.0,24953596.0
5320482.0,125800.0,30105036.0,25367288.0
5265008.0,125048.0,30026900.0,25139087.0
5330601.0,126110.0,30026855.0,25440562.0
5298220.0,125032.0,30108058.0,25292395.0
5293532.0,127843.0,30095184.0,25245737.0
5076158.0,144285.0,30111221.0,24252586.0
5150576.0,145993.0,30100561.0,24592924.0
5124471.0,146715.0,30107958.0,24384258.0
5174101.0,149010.0,30017273.0,24617966.0
5164286.0,143319.0,30109900.0,24516884.0
5182702.0,147428.0,30101561.0,24687931.0
5183171.0,150632.0,30036378.0,24734544.0
5165299.0,145190.0,30099941.0,24656756.0
5303510.0,128420.0,30108304.0,25289441.0
5273139.0,123382.0,30087650.0,25110012.0
5340162.0,125108.0,30109693.0,25483564.0
5330069.0,123442.0,30098433.0,25401343.0
5270317.0,124250.0,30106548.0,25047774.0
5231373.0,122791.0,30027264.0,24931824.0
5277090.0,121108.0,30107376.0,25130110.0
5215655.0,124487.0,30092935.0,24794668.0
5290253.0,126528.0,30039992.0,25209707.0
5364896.0,126142.0,30095618.0,25614758.0
5283170.0,122200.0,30092579.0,25165572.0
5221224.0,124687.0,30042109.0,24887724.0
5350389.0,125200.0,30098833.0,25573996.0
5301177.0,123430.0,30104290.0,25280836.0
5330292.0,124808.0,30098870.0,25419929.0
5285375.0,125873.0,30029925.0,25201340.0
5275496.0,124697.0,30098665.0,25146359.0
5324284.0,123854.0,30107806.0,25386059.0
5217518.0,124439.0,29969271.0,24856571.0
5315404.0,124904.0,30106710.0,25357537.0
5283992.0,123303.0,30099288.0,25214073.0
5260873.0,122052.0,30106636.0,25073284.0
5316614.0,124482.0,30091351.0,25303384.0
5208653.0,124187.0,30109083.0,24794803.0
5166329.0,143151.0,30103928.0,24635671.0
5216495.0,120887.0,30027476.0,24863866.0
5208475.0,121837.0,30097426.0,24806184.0
5248735.0,124232.0,30059448.0,24993181.0
5234783.0,124381.0,30031370.0,24914202.0
5314610.0,124840.0,30103123.0,25368011.0
5315178.0,123652.0,30107855.0,25337238.0
5384289.0,127319.0,30094223.0,25713946.0
5318317.0,127319.0,30099464.0,25253573.0
5429394.0,127366.0,30102021.0,25941595.0
5315688.0,122628.0,30107259.0,25316657.0
5251007.0,124418.0,29999070.0,25076149.0
5284286.0,126756.0,30109225.0,25112422.0
5354775.0,127293.0,30092473.0,25520719.0
5364668.0,122116.0,30035871.0,25560541.0
5253559.0,123505.0,30088897.0,25029678.0
5348392.0,128908.0,30103303.0,25474887.0
5358241.0,129928.0,30103912.0,25498456.0
5292041.0,123514.0,30105472.0,25215988.0
5254098.0,125361.0,30085756.0,24999171.0
5320611.0,127503.0,30110838.0,25357256.0
5201199.0,121485.0,30024822.0,24807497.0
5263980.0,123694.0,30057521.0,25076017.0
5313467.0,126373.0,30101728.0,25276663.0
5272584.0,127297.0,30045446.0,25083275.0
5152754.0,134269.0,30090824.0,24555186.0
5127235.0,143483.0,30098723.0,24381107.0
5194323.0,143497.0,30105927.0,24719329.0
5165933.0,147748.0,30100834.0,24573393.0
5140882.0,141571.0,30105436.0,24510753.0
5115417.0,145975.0,30099367.0,24368359.0
5135599.0,145835.0,30030057.0,24449141.0
5234999.0,149782.0,30101519.0,24945481.0
5073014.0,140695.0,30035724.0,24128607.0
5082254.0,143045.0,30095593.0,24192482.0
5280016.0,130349.0,30104514.0,25137567.0
5338313.0,127630.0,30101213.0,25406197.0
5312768.0,124914.0,30103280.0,25268924.0
5304922.0,124483.0,30101004.0,25265337.0
5359914.0,129607.0,30100550.0,25502091.0
5285153.0,125630.0,30102662.0,25211460.0
5265443.0,122744.0,30037803.0,25064613.0
5253474.0,125561.0,30099312.0,25035522.0
5278937.0,124289.0,30031583.0,25188725.0
5230355.0,121922.0,30035990.0,24956871.0
5217348.0,120910.0,30041214.0,24852979.0
5250790.0,124631.0,30108866.0,25027033.0
5307092.0,125094.0,30096982.0,25283874.0
5292550.0,123663.0,30106064.0,25243525.0
5391242.0,125096.0,30089930.0,25709430.0
5307148.0,125485.0,30108917.0,25365978.0
5196711.0,122016.0,30036568.0,24819777.0
5274007.0,124413.0,30107355.0,25131376.0
5227273.0,120127.0,30026082.0,24902327.0
5292169.0,124210.0,30107039.0,25258923.0
5296294.0,125211.0,30092208.0,25280028.0
5298860.0,123531.0,30110716.0,25309591.0
5297822.0,121860.0,30100218.0,25310276.0
5300691.0,124727.0,30106386.0,25312433.0
5275090.0,125874.0,30101866.0,25123844.0
5183567.0,122405.0,29971796.0,24671425.0
5242715.0,120850.0,30096314.0,25075272.0
5295093.0,125945.0,30107402.0,25276351.0
5223853.0,125023.0,30026239.0,24896541.0
5285878.0,122738.0,30107189.0,25246429.0
5204795.0,125212.0,30098333.0,24814379.0
5269339.0,123754.0,30027357.0,25217738.0
5246409.0,124860.0,30110851.0,24994652.0
5322009.0,123860.0,30100421.0,25363571.0
5318211.0,126591.0,30107820.0,25342880.0
5325445.0,125980.0,30015145.0,25409928.0
5249462.0,122782.0,30106673.0,25039897.0
5317898.0,125521.0,30093851.0,25392166.0
5295130.0,127894.0,30036346.0,25226463.0
5325357.0,123095.0,30098131.0,25353555.0
5217673.0,124444.0,30108586.0,24920447.0
5210998.0,123288.0,30049479.0,24869056.0
5292615.0,124969.0,30112177.0,25253699.0
5277066.0,126584.0,30092414.0,25125393.0
5267015.0,123246.0,30108955.0,25058476.0
5262926.0,124862.0,30016424.0,25095014.0
5347651.0,128519.0,30108778.0,25453735.0
5306524.0,123453.0,30102919.0,25307194.0
5188766.0,123587.0,30042177.0,24722031.0
5260372.0,126058.0,30090046.0,25032841.0
5269499.0,125416.0,30095980.0,25060132.0
5380133.0,123816.0,30102834.0,25656352.0
5283899.0,125483.0,30095638.0,25268094.0
5284321.0,123168.0,30108405.0,25249568.0
5318177.0,123308.0,30099648.0,25457914.0
5271069.0,126477.0,30023104.0,25035255.0
5254336.0,134502.0,30093050.0,25056990.0
5205819.0,144552.0,29913793.0,24808832.0
5075014.0,144265.0,30024881.0,24194881.0
5107742.0,147399.0,30105755.0,24411624.0
5270602.0,124751.0,30079372.0,25150764.0
5334414.0,124852.0,30102211.0,25446760.0
5338597.0,126195.0,30098085.0,25478396.0
5310990.0,124389.0,30106306.0,25405842.0
5327909.0,122343.0,30103918.0,25459509.0
5196444.0,137376.0,30034602.0,24861951.0
5129205.0,139005.0,30091606.0,24562239.0
5288590.0,124926.0,30101445.0,25291612.0
5230503.0,120187.0,30029096.0,24957427.0
5212973.0,125621.0,30106474.0,24817853.0
5230278.0,121916.0,30053583.0,24931902.0
5274989.0,123318.0,30100164.0,25233819.0
5220811.0,119005.0,30107498.0,24905466.0
5238845.0,122847.0,30089111.0,25098151.0
5247280.0,123083.0,30105107.0,25110366.0
5206313.0,122794.0,30025895.0,24871870.0
5154294.0,119093.0,30103520.0,24573227.0
5173233.0,121120.0,30054045.0,24716459.0
5168344.0,120022.0,30033701.0,24734510.0
5176898.0,121815.0,30041554.0,24704156.0
5169972.0,119326.0,30110246.0,24761452.0
5156997.0,117428.0,30102190.0,24635048.0
5105725.0,121522.0,30104982.0,24370956.0
5195375.0,120382.0,30096975.0,24923739.0
5241045.0,122530.0,30108858.0,25098364.0
5150387.0,120597.0,30019040.0,24598996.0
5182284.0,122399.0,30110495.0,24747258.0
5198862.0,121656.0,30092041.0,24898756.0
5199531.0,122258.0,30045512.0,24958029.0
5038143.0,116681.0,30097989.0,24057980.0
5100898.0,118630.0,30068067.0,24415728.0
5110985.0,119506.0,30104228.0,24375480.0
5180212.0,121656.0,30097328.0,24785954.0
5179081.0,119760.0,30110908.0,24768391.0
5133312.0,120745.0,30099023.0,24539441.0
5184992.0,121109.0,30034819.0,24775478.0
5053553.0,128830.0,30100365.0,24152160.0
4930388.0,138729.0,30096672.0,23561946.0
5038053.0,141456.0,30028260.0,24129601.0
5126623.0,125115.0,30100869.0,24406873.0
5195877.0,123071.0,30100488.0,24846727.0
5111082.0,114511.0,30109029.0,24408194.0
4958757.0,115225.0,30098915.0,23645348.0
5081753.0,119085.0,30103768.0,24284378.0
5182760.0,121528.0,30098257.0,24723394.0
5044982.0,114240.0,30035349.0,24027327.0
5118668.0,117676.0,30099696.0,24431158.0
5173072.0,122366.0,30103559.0,24793104.0
5119867.0,121872.0,30031999.0,24421711.0
5099681.0,117033.0,30100400.0,24357335.0
5184801.0,119799.0,30097796.0,24731090.0
5146634.0,122020.0,30099513.0,24561774.0
5166772.0,122366.0,30110184.0,24639417.0
5134362.0,121529.0,30095050.0,24466184.0
5144167.0,117689.0,30108265.0,24581101.0
5089032.0,122115.0,30019789.0,24295911.0
5176903.0,121708.0,30110794.0,24821727.0
5050950.0,116342.0,30028892.0,24155838.0
5170095.0,118850.0,30109863.0,24689701.0
5160643.0,121809.0,30098468.0,24703489.0
5148566.0,118976.0,30102674.0,24567799.0
5171406.0,117961.0,30093938.0,24740803.0
5153297.0,118602.0,30107303.0,24671288.0
5159168.0,120988.0,30098939.0,24645593.0
5100382.0,118081.0,30107860.0,24355599.0
5152300.0,122161.0,30032066.0,24637986.0
5165407.0,120633.0,30109346.0,24775427.0
5185168.0,119841.0,30028493.0,24782610.0
5156204.0,119369.0,30102892.0,24695051.0
5186009.0,119914.0,30096978.0,24827676.0
5241397.0,121772.0,30109406.0,25097432.0
5114752.0,114510.0,30108331.0,24527581.0
5133609.0,118549.0,30094785.0,24538210.0
5231853.0,122124.0,30108930.0,24995112.0
5228342.0,114207.0,30247732.0,24967637.0
5220607.0,120400.0,30108798.0,25055593.0
5138409.0,146963.0,30097865.0,24654455.0
5088276.0,146906.0,30036572.0,24407161.0
5075525.0,139755.0,30086990.0,24226439.0
5024423.0,126475.0,30053638.0,24038652.0
5061832.0,117593.0,30099054.0,24256189.0
5059247.0,118963.0,30107811.0,24205290.0
5116277.0,113107.0,30099582.0,24509075.0
5115502.0,120967.0,30109944.0,24455229.0
4993046.0,115476.0,30020030.0,23852698.0
5138401.0,119841.0,30108138.0,24622563.0
4997842.0,110847.0,30102417.0,23813361.0
5123837.0,117605.0,30041357.0,24565355.0
5157008.0,120169.0,30091349.0,24637276.0
5118664.0,118040.0,30030979.0,24450319.0
5028503.0,114773.0,30105087.0,23987191.0
5117615.0,119757.0,30103235.0,24476788.0
5100160.0,118682.0,30046873.0,24354887.0
5000547.0,114284.0,30104504.0,23822315.0
5081316.0,114172.0,30037884.0,24329723.0
5017155.0,118559.0,30022930.0,23988086.0
5083301.0,117583.0,30105480.0,24291228.0
5057073.0,118850.0,30022089.0,24214465.0
5148059.0,115249.0,30108432.0,24630352.0
5079064.0,119131.0,30089514.0,24312081.0
5141911.0,118493.0,30109082.0,24591977.0
5060650.0,118737.0,30101303.0,24107880.0
5092835.0,116638.0,30102321.0,24352848.0
5094075.0,115966.0,30102655.0,24351608.0
5074625.0,119012.0,30035628.0,24233314.0
5115506.0,118601.0,30054450.0,24506153.0
5066610.0,116419.0,30111472.0,24166841.0
5014896.0,112923.0,30029935.0,23958433.0
5056788.0,118264.0,30031975.0,24170581.0
5054442.0,116466.0,30096439.0,24149704.0
5027042.0,119507.0,29965334.0,23958252.0
5139366.0,118697.0,30110416.0,24514181.0
5061828.0,114033.0,30098596.0,24237998.0
5068120.0,117731.0,30107082.0,24204673.0
5117702.0,119182.0,30020274.0,24527537.0
5081152.0,117378.0,30106834.0,24322601.0
5054738.0,113971.0,30099389.0,24175189.0
5032687.0,115839.0,30032906.0,24042411.0
5086877.0,116645.0,30095659.0,24400412.0
5019993.0,135091.0,30097643.0,24005609.0
4984278.0,136243.0,30096631.0,23771783.0
5029837.0,136734.0,30104975.0,24063562.0
5123946.0,116798.0,30099223.0,24588069.0
5099845.0,118583.0,30105174.0,24312115.0
5158034.0,114439.0,30001336.0,24634964.0
5108459.0,116254.0,30108678.0,24426625.0
5077174.0,118451.0,30094658.0,24245898.0
5069550.0,117584.0,29991408.0,24167781.0
5101275.0,115698.0,30098762.0,24429695.0
5073419.0,115895.0,30106503.0,24201962.0
5119301.0,119911.0,30093232.0,24504035.0
4978105.0,114004.0,30099873.0,23712799.0
5105973.0,120868.0,30104204.0,24419249.0
5186611.0,119967.0,30100188.0,24664660.0
4975833.0,134649.0,30028777.0,23774544.0
4988303.0,139902.0,30100279.0,23731655.0
4959685.0,138918.0,30056712.0,23708298.0
4937564.0,139593.0,30024952.0,23558352.0
5114166.0,126061.0,30100141.0,24353125.0
5198702.0,117172.0,30096441.0,24770872.0
5042337.0,118635.0,30104964.0,24018779.0
5092132.0,116432.0,30098430.0,24272256.0
5087393.0,118421.0,30109964.0,24244773.0
5179547.0,119924.0,30099088.0,24813482.0
5036330.0,119135.0,30028199.0,23996753.0
5056719.0,139366.0,30098895.0,24174784.0
4961507.0,138826.0,30054160.0,23706544.0
4916264.0,141571.0,30024727.0,23473236.0
5051704.0,138229.0,30105718.0,24131384.0
5059309.0,117604.0,30099710.0,24136931.0
5087888.0,113322.0,30042911.0,24395383.0
5101883.0,121848.0,30106990.0,24356758.0
5139793.0,120761.0,30101114.0,24603862.0
5129852.0,113626.0,30109752.0,24519562.0
5101520.0,119036.0,30020359.0,24410298.0
5123612.0,118862.0,30108309.0,24499930.0
5126207.0,119003.0,30090966.0,24514104.0
5133332.0,116336.0,30037338.0,24486093.0
5115607.0,116904.0,30098638.0,24416126.0
5183844.0,120535.0,30107441.0,24873725.0
5019605.0,116092.0,30097236.0,23929536.0
5121196.0,117323.0,30108145.0,24515711.0
5040138.0,117144.0,30094326.0,24103689.0
5137078.0,116750.0,30103681.0,24614347.0
5093318.0,117978.0,30020963.0,24368681.0
5145960.0,117534.0,30062914.0,24633128.0
5047285.0,113971.0,30272353.0,24121052.0
5018440.0,115387.0,30107677.0,23973509.0
5118647.0,118855.0,30043884.0,24477136.0
5126998.0,119691.0,30108038.0,24479255.0
5172160.0,119657.0,30106478.0,24814723.0
5018477.0,113480.0,30044997.0,23925891.0
5044943.0,115402.0,30110680.0,24150078.0
5062844.0,119053.0,30092877.0,24142167.0
5102499.0,119603.0,29998242.0,24407794.0
5002234.0,111537.0,30099979.0,23880689.0
5118052.0,120312.0,30037251.0,24493559.0
5076981.0,118389.0,30051458.0,24308066.0
4974960.0,112727.0,30110511.0,23710588.0
5137701.0,119969.0,30091390.0,24515786.0
5157945.0,120050.0,30107436.0,24667172.0
5013334.0,109731.0,30096104.0,23983415.0
5063952.0,119176.0,30108486.0,24151962.0
5078602.0,118607.0,30100868.0,24233336.0
5046217.0,115834.0,30035161.0,24075810.0
5160371.0,118071.0,30090890.0,24700978.0
5146992.0,121673.0,30035972.0,24598643.0
4977140.0,112826.0,30096327.0,23670087.0
5032968.0,122303.0,30102361.0,24045114.0
5086589.0,117747.0,30098550.0,24267112.0
5123815.0,119809.0,30101114.0,24450302.0
4947357.0,112325.0,30098626.0,23556286.0
5116908.0,117202.0,30097499.0,24479906.0
5015619.0,117428.0,29853710.0,23997361.0
5094921.0,119873.0,30100505.0,24315288.0
5087812.0,119595.0,30105624.0,24436663.0
4981938.0,113758.0,30032562.0,23806929.0
5024312.0,118143.0,30102477.0,24019904.0
5009352.0,118308.0,30095416.0,23881956.0
8127849.0,184480.0,47819573.0,38904621.0
5020924.0,115887.0,30108572.0,24056779.0
5133389.0,119820.0,30096544.0,24559979.0
5052922.0,114500.0,30107579.0,24096642.0
5060772.0,116245.0,30020277.0,24199027.0
5166885.0,116408.0,30104608.0,24747389.0
5147966.0,116548.0,30050054.0,24700211.0
5024685.0,117795.0,30044232.0,23963734.0
4987321.0,112416.0,30096097.0,23786029.0
5092326.0,117994.0,30108256.0,24395719.0
5077099.0,114267.0,30093114.0,24258825.0
5085361.0,117947.0,30021048.0,24360906.0
5040478.0,115132.0,30104895.0,24139800.0
5088370.0,119371.0,30094518.0,24316163.0
5192840.0,114736.0,30037494.0,24879087.0
4965686.0,114484.0,30095845.0,23726327.0
5031155.0,117687.0,30032616.0,24108701.0
5073958.0,116750.0,30090762.0,24280803.0
4922690.0,111300.0,30104626.0,23522713.0
5075954.0,118091.0,30049742.0,24270204.0
5117753.0,118280.0,30113886.0,24530615.0
5046151.0,116524.0,30088798.0,24052596.0
5100371.0,113872.0,30108953.0,24447087.0
5064595.0,117647.0,30094307.0,24190124.0
5079527.0,117966.0,30036575.0,24288400.0
5051896.0,114580.0,30042461.0,24145562.0
5080391.0,116307.0,30041707.0,24276838.0
5063158.0,118167.0,30092569.0,24221540.0
5045931.0,114602.0,30105030.0,24094805.0
5026100.0,116051.0,30096249.0,24021295.0
5053929.0,116532.0,30110544.0,24171674.0
5023134.0,117814.0,30099184.0,24009085.0
5110153.0,114951.0,30099914.0,24469074.0
4962342.0,114664.0,30097975.0,23655863.0
5029764.0,115236.0,30027779.0,24070795.0
4987172.0,114793.0,30106481.0,23872039.0
4964437.0,114668.0,30024589.0,23671351.0
5060846.0,119071.0,30106182.0,24242018.0
5102541.0,120552.0,30094011.0,24457079.0
