CPU9,CPU9,CPU9,CPU9,CPU9,CPU9,CPU10,CPU10,CPU10,CPU10,CPU10,CPU10,CPU11,CPU11,CPU11,CPU11,CPU11,CPU11,CPU12,CPU12,CPU12,CPU12,CPU12,CPU12
INST_RETIRED.ANY,CPU_CLK_UNHALTED.THREAD,L2_RQSTS.MISS,OFFCORE_REQUESTS.DEMAND_DATA_RD,FP_ARITH_INST_RETIRED.SCALAR_DOUBLE,BR_MISP_RETIRED.ALL_BRANCHES,INST_RETIRED.ANY,CPU_CLK_UNHALTED.THREAD,L2_RQSTS.MISS,OFFCORE_REQUESTS.DEMAND_DATA_RD,FP_ARITH_INST_RETIRED.SCALAR_DOUBLE,BR_MISP_RETIRED.ALL_BRANCHES,INST_RETIRED.ANY,CPU_CLK_UNHALTED.THREAD,L2_RQSTS.MISS,OFFCORE_REQUESTS.DEMAND_DATA_RD,FP_ARITH_INST_RETIRED.SCALAR_DOUBLE,BR_MISP_RETIRED.ALL_BRANCHES,INST_RETIRED.ANY,CPU_CLK_UNHALTED.THREAD,L2_RQSTS.MISS,OFFCORE_REQUESTS.DEMAND_DATA_RD,FP_ARITH_INST_RETIRED.SCALAR_DOUBLE,BR_MISP_RETIRED.ALL_BRANCHES
24196,127931,2200,196,0,342,86953,455998,13491,1324,10,1253,355575,587072,27136,3112,0,2318,18455653,17139901,555215,51615,117,157162
114997,222244,11879,1052,0,1254,59667,364994,11183,1001,10,1358,15460,94216,5417,472,0,571,22901826,20054087,581732,54054,76,196279
90723,99419,3883,334,0,516,53111,362937,10144,949,10,1140,3120,31172,706,83,0,103,18318976,15848699,467970,40812,32,152890
101729,138965,5180,446,0,747,59779,368423,11607,1065,10,1441,3126,27393,636,75,0,100,18528169,17204473,569502,51526,39,170365
90628,98589,4166,383,0,504,64413,357837,11472,1211,10,1400,3126,25023,626,92,0,32,21497203,17121652,454394,44100,32,166456
101591,141417,5258,483,0,733,60920,425530,11772,1108,10,1495,3126,28112,596,82,0,36,44607700,28217734,615902,59907,117,193980
90330,98794,4001,352,0,507,53039,336937,10547,960,10,1210,3126,26979,727,83,0,99,121094948,50623696,322062,45161,0,109912
103342,137629,5196,471,0,782,57376,354605,10682,1103,10,1254,3126,27270,695,91,0,102,121220488,50365782,259415,38124,0,111434
90036,96757,4165,393,0,482,58310,376666,11240,1033,10,1389,3126,23692,596,73,0,37,91482745,47572000,885519,120881,0,65536
105096,163447,6355,578,0,845,53925,397163,10453,952,10,1213,3130,31646,713,98,0,101,105380656,50175568,698544,134746,27530,113678
90080,100083,4283,388,0,539,63205,430160,11917,1175,10,1463,3126,27263,707,88,0,98,104099375,48610449,542886,131000,31292,116986
97208,117807,5148,447,0,665,53298,368042,10286,943,10,1202,3130,28915,671,95,0,100,104871041,48596311,538432,131696,31572,116531
