CPU9,CPU9,CPU9,CPU9,CPU9,CPU9,CPU10,CPU10,CPU10,CPU10,CPU10,CPU10,CPU11,CPU11,CPU11,CPU11,CPU11,CPU11,CPU12,CPU12,CPU12,CPU12,CPU12,CPU12
INST_RETIRED.ANY,CPU_CLK_UNHALTED.THREAD,L2_RQSTS.MISS,OFFCORE_REQUESTS.DEMAND_DATA_RD,FP_ARITH_INST_RETIRED.SCALAR_DOUBLE,BR_MISP_RETIRED.ALL_BRANCHES,INST_RETIRED.ANY,CPU_CLK_UNHALTED.THREAD,L2_RQSTS.MISS,OFFCORE_REQUESTS.DEMAND_DATA_RD,FP_ARITH_INST_RETIRED.SCALAR_DOUBLE,BR_MISP_RETIRED.ALL_BRANCHES,INST_RETIRED.ANY,CPU_CLK_UNHALTED.THREAD,L2_RQSTS.MISS,OFFCORE_REQUESTS.DEMAND_DATA_RD,FP_ARITH_INST_RETIRED.SCALAR_DOUBLE,BR_MISP_RETIRED.ALL_BRANCHES,INST_RETIRED.ANY,CPU_CLK_UNHALTED.THREAD,L2_RQSTS.MISS,OFFCORE_REQUESTS.DEMAND_DATA_RD,FP_ARITH_INST_RETIRED.SCALAR_DOUBLE,BR_MISP_RETIRED.ALL_BRANCHES
23135,98502,4286,338,0,493,63109622,37843444,475639,87620,1772,20602,85155,411349,15209,1443,10,1457,407518,709454,31981,3574,0,2939
106755,184862,9701,881,0,1021,104509169,50268442,1153438,194527,0,5222,54405,382135,12482,1193,10,1231,13795,96721,5053,461,0,540
97925,133223,5187,496,0,636,104140191,50151699,1145333,195518,0,5102,59639,406710,14028,1340,10,1398,19384,99801,4932,496,0,526
95089,121469,4759,431,0,613,105192706,50240484,1194227,208535,0,5053,56994,416270,13329,1217,10,1368,44936,167509,8735,757,0,978
94907,130956,4773,404,0,597,106905026,50264670,1143498,193229,0,4819,54689,405215,12639,1175,10,1286,17088,145787,5532,552,0,609
94909,127590,4766,402,0,678,108656093,50545894,1120254,185013,0,4497,60251,413558,15094,1357,10,1514,3143,33327,691,96,0,100
97214,136565,5104,445,0,744,108654915,50524040,1074280,179753,0,4667,54857,406291,12810,1191,10,1279,3143,35788,636,75,0,95
96923,137662,5011,418,0,697,107472880,50178536,1076362,176431,0,4903,58750,430272,14331,1333,10,1437,3143,49008,458,65,0,77
94929,128169,4860,425,0,676,106556532,50261494,1194750,205776,0,4867,52932,376086,12116,1136,10,1233,3143,41254,616,78,0,83
97131,136786,5240,487,0,756,107402432,50195302,1152676,194474,0,4867,54131,385026,12447,1167,10,1242,3143,46548,310,53,0,17
96470,142272,5650,490,0,684,107244598,50220330,1154275,192719,0,4938,61043,423273,13067,1266,10,1396,3143,29184,551,103,0,35
97001,138996,5119,462,0,733,147212599,50530023,366560,67398,2,2000,54327,348572,12492,1156,10,1248,3147,32352,713,82,0,103
96866,121277,5087,445,0,730,161728518,50195904,40306,12335,13,924,60981,370181,14952,1317,10,1546,3147,32343,577,70,0,99
94833,119356,4586,391,0,614,158143291,49532108,52266,15712,5,1198,55967,396563,12657,1131,10,1279,3143,31423,613,77,0,93
94786,113815,4649,381,0,591,158005124,48604022,35598,10604,4,1188,61525,410536,14366,1299,10,1446,3143,31467,645,82,0,98
